travelCode,User_ID_x,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,User_ID_y,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in_x,Hotel_TotalPrice,User_ID,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_booking
114911,1142,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,08/06/2020,1142,Hotel Z,Aracaju (SE),1,208.04,08/06/2020,208.04,1142.0,08/06/2020,West Ronald,South Laurenton,Luxury,Budget,2.0,316.0,Partial,Cancelled,7464.0,1
114984,1144,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,26/03/2020,1144,Hotel Z,Aracaju (SE),1,208.04,03/26/2020,208.04,1144.0,03/26/2020,Nealview,West Taraville,Hatchback,Avis,2.0,271.0,Partial,Cancelled,2507.0,1
114991,1145,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,24/10/2019,1145,Hotel AU,Recife (PE),3,312.83,10/24/2019,938.49,1145.0,10/24/2019,Joshuafurt,South Nicole,Sedan,Avis,1.0,201.0,Prepaid,Pending,2420.0,1
115016,1145,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,16/04/2020,1145,Hotel BP,Brasilia (DF),2,247.62,04/16/2020,495.24,1145.0,04/16/2020,Jesusmouth,New Andrewstad,Sedan,Budget,2.0,318.0,Prepaid,Cancelled,3661.0,1
115050,1145,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,12/10/2020,1145,Hotel AU,Recife (PE),2,312.83,12/10/2020,625.66,1145.0,12/10/2020,Briannastad,North Pamela,SUV,Budget,4.0,318.0,Prepaid,Cancelled,4596.0,1
115051,1145,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,17/12/2020,1145,Hotel AU,Recife (PE),2,312.83,12/17/2020,625.66,1145.0,12/17/2020,Garciashire,East Samanthachester,SUV,Budget,1.0,318.0,Partial,Confirmed,4339.0,1
115102,1145,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,12/09/2021,1145,Hotel BW,Campo Grande (MS),1,60.39,12/09/2021,60.39,1145.0,12/09/2021,Jasonland,Scottmouth,SUV,Enterprise,1.0,317.0,Full-to-Full,Confirmed,4342.0,1
115103,1145,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,16/12/2021,1145,Hotel K,Salvador (BH),2,263.41,12/16/2021,526.82,1145.0,12/16/2021,Port Jennifer,New Joshuatown,Sedan,Hertz,4.0,325.0,Partial,Cancelled,3847.0,1
115105,1145,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,30/12/2021,1145,Hotel BP,Brasilia (DF),3,247.62,12/30/2021,742.86,1145.0,12/30/2021,East Stevenberg,Bergerton,Luxury,Avis,2.0,270.0,Prepaid,Pending,6543.0,1
115114,1145,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,03/03/2022,1145,Hotel K,Salvador (BH),2,263.41,03/03/2022,526.82,1145.0,03/03/2022,Kellyside,North Tracyshire,Sedan,Avis,3.0,56.0,Partial,Cancelled,1120.0,1
115127,1145,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,06/02/2022,1145,Hotel BP,Brasilia (DF),4,247.62,06/02/2022,990.48,1145.0,06/02/2022,East Joseph,Dixonfort,SUV,Hertz,4.0,196.0,Partial,Confirmed,3161.0,1
115138,1145,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,18/08/2022,1145,Hotel CB,Rio de Janeiro (RJ),3,165.99,08/18/2022,497.97,1145.0,08/18/2022,South Martha,Woodtown,SUV,Sixt,5.0,151.0,Partial,Pending,2682.0,1
115141,1145,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,09/08/2022,1145,Hotel BP,Brasilia (DF),2,247.62,09/08/2022,495.24,1145.0,09/08/2022,North Heather,Velasquezville,Sedan,Hertz,2.0,412.0,Partial,Pending,4610.0,1
115184,1146,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,18/06/2020,1146,Hotel BP,Brasilia (DF),4,247.62,06/18/2020,990.48,1146.0,06/18/2020,Lake John,Sarafurt,SUV,Budget,3.0,88.0,Full-to-Full,Confirmed,1773.0,1
115221,1146,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,03/04/2021,1146,Hotel AU,Recife (PE),3,312.83,03/04/2021,938.49,1146.0,03/04/2021,Port Davidside,South Kelsey,Hatchback,Sixt,3.0,439.0,Partial,Confirmed,3883.0,1
115229,1146,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,29/04/2021,1146,Hotel BW,Campo Grande (MS),2,60.39,04/29/2021,120.78,1146.0,04/29/2021,West Ashley,East Robertborough,SUV,Avis,2.0,139.0,Prepaid,Pending,2263.0,1
115290,1147,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,14/05/2020,1147,Hotel K,Salvador (BH),3,263.41,05/14/2020,790.23,1147.0,05/14/2020,South Brianton,East Gabriellachester,Luxury,Enterprise,1.0,63.0,Partial,Cancelled,2233.0,1
115300,1147,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,23/07/2020,1147,Hotel CB,Rio de Janeiro (RJ),2,165.99,07/23/2020,331.98,1147.0,07/23/2020,Lewisville,West Randallburgh,Hatchback,Avis,2.0,389.0,Full-to-Full,Pending,3425.0,1
115330,1147,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,18/02/2021,1147,Hotel AF,Sao Paulo (SP),1,139.1,02/18/2021,139.1,1147.0,02/18/2021,Rasmussenshire,Aprilland,SUV,Sixt,1.0,341.0,Full-to-Full,Confirmed,4619.0,1
115351,1147,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,15/07/2021,1147,Hotel BW,Campo Grande (MS),1,60.39,07/15/2021,60.39,1147.0,07/15/2021,Stephaniefort,New Joseph,Sedan,Hertz,4.0,299.0,Partial,Confirmed,3589.0,1
115354,1147,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,08/05/2021,1147,Hotel AF,Sao Paulo (SP),3,139.1,08/05/2021,417.3,1147.0,08/05/2021,Morrisshire,Carrollport,Luxury,Avis,4.0,143.0,Full-to-Full,Cancelled,4307.0,1
115402,1147,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,07/07/2022,1147,Hotel BW,Campo Grande (MS),2,60.39,07/07/2022,120.78,1147.0,07/07/2022,East Michael,Scottview,Sedan,Enterprise,2.0,312.0,Prepaid,Cancelled,3603.0,1
115442,1148,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,21/11/2019,1148,Hotel BP,Brasilia (DF),4,247.62,11/21/2019,990.48,1148.0,11/21/2019,Haneyland,Port Claudia,Luxury,Enterprise,3.0,425.0,Prepaid,Confirmed,9771.0,1
115454,1148,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,13/02/2020,1148,Hotel AU,Recife (PE),4,312.83,02/13/2020,1251.32,1148.0,02/13/2020,Blanchardhaven,Port Paul,Sedan,Sixt,4.0,175.0,Full-to-Full,Cancelled,2340.0,1
115464,1148,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,23/04/2020,1148,Hotel K,Salvador (BH),2,263.41,04/23/2020,526.82,1148.0,04/23/2020,Stephenport,New Maryton,Sedan,Sixt,1.0,474.0,Prepaid,Confirmed,5141.0,1
115466,1148,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,05/07/2020,1148,Hotel Z,Aracaju (SE),3,208.04,05/07/2020,624.12,1148.0,05/07/2020,Lake Matthew,Robbinshaven,Luxury,Avis,3.0,249.0,Partial,Cancelled,6258.0,1
115468,1148,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,21/05/2020,1148,Hotel BP,Brasilia (DF),1,247.62,05/21/2020,247.62,1148.0,05/21/2020,North Jenniferstad,Lake Christinaville,SUV,Budget,2.0,50.0,Partial,Cancelled,1198.0,1
115546,1148,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,18/11/2021,1148,Hotel BP,Brasilia (DF),2,247.62,11/18/2021,495.24,1148.0,11/18/2021,Port James,Woodsville,Luxury,Sixt,5.0,76.0,Partial,Pending,3105.0,1
115582,1148,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,28/07/2022,1148,Hotel BP,Brasilia (DF),2,247.62,07/28/2022,495.24,1148.0,07/28/2022,Port Bryanberg,Lake Robert,Hatchback,Avis,4.0,127.0,Full-to-Full,Cancelled,1426.0,1
115603,1148,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,22/12/2022,1148,Hotel CB,Rio de Janeiro (RJ),2,165.99,12/22/2022,331.98,1148.0,12/22/2022,Pollardstad,North Brittneyfort,SUV,Enterprise,3.0,276.0,Full-to-Full,Cancelled,4000.0,1
115648,1149,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,16/01/2020,1149,Hotel AU,Recife (PE),2,312.83,01/16/2020,625.66,1149.0,01/16/2020,Johnsonport,West Brentton,Sedan,Budget,3.0,151.0,Prepaid,Cancelled,2062.0,1
115677,1149,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,08/06/2020,1149,Hotel AF,Sao Paulo (SP),2,139.1,08/06/2020,278.2,1149.0,08/06/2020,Port Brendabury,Port Brett,Hatchback,Hertz,1.0,232.0,Full-to-Full,Pending,2124.0,1
115682,1149,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,09/10/2020,1149,Hotel K,Salvador (BH),3,263.41,09/10/2020,790.23,1149.0,09/10/2020,New Deborah,East Toddtown,Luxury,Avis,4.0,399.0,Full-to-Full,Cancelled,9410.0,1
115696,1149,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,17/12/2020,1149,Hotel BW,Campo Grande (MS),4,60.39,12/17/2020,241.56,1149.0,12/17/2020,East Jenniferchester,North Donald,SUV,Enterprise,2.0,306.0,Partial,Cancelled,4270.0,1
115733,1149,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,09/02/2021,1149,Hotel BW,Campo Grande (MS),1,60.39,09/02/2021,60.39,1149.0,09/02/2021,New Michaelmouth,New Angelport,Luxury,Hertz,2.0,189.0,Full-to-Full,Cancelled,4909.0,1
115767,1149,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,28/04/2022,1149,Hotel BP,Brasilia (DF),4,247.62,04/28/2022,990.48,1149.0,04/28/2022,East Justin,New Stacey,Luxury,Budget,4.0,446.0,Full-to-Full,Cancelled,10363.0,1
115797,1149,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,24/11/2022,1149,Hotel AU,Recife (PE),2,312.83,11/24/2022,625.66,1149.0,11/24/2022,Harrellborough,Lake Donna,Hatchback,Enterprise,4.0,350.0,Partial,Pending,3223.0,1
115832,1150,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,14/05/2020,1150,Hotel CB,Rio de Janeiro (RJ),1,165.99,05/14/2020,165.99,1150.0,05/14/2020,Lake Wanda,North Tony,SUV,Enterprise,3.0,187.0,Prepaid,Cancelled,2942.0,1
115908,1150,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,28/10/2021,1150,Hotel BD,Natal (RN),3,242.88,10/28/2021,728.64,1150.0,10/28/2021,Buckleyfort,New Danielle,Hatchback,Sixt,1.0,64.0,Prepaid,Cancelled,795.0,1
115916,1150,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,23/12/2021,1150,Hotel Z,Aracaju (SE),4,208.04,12/23/2021,832.16,1150.0,12/23/2021,Roberttown,West James,Sedan,Budget,2.0,138.0,Prepaid,Pending,1861.0,1
115962,1150,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,11/10/2022,1150,Hotel AF,Sao Paulo (SP),2,139.1,11/10/2022,278.2,1150.0,11/10/2022,Port Donnaberg,East Brentfurt,Luxury,Avis,5.0,392.0,Partial,Pending,9403.0,1
116037,1151,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,16/07/2020,1151,Hotel BD,Natal (RN),1,242.88,07/16/2020,242.88,1151.0,07/16/2020,Walterton,South Paul,SUV,Budget,5.0,328.0,Prepaid,Confirmed,4830.0,1
116118,1152,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,16/04/2020,1152,Hotel BP,Brasilia (DF),3,247.62,04/16/2020,742.86,1152.0,04/16/2020,West Dominic,Michaelshire,SUV,Enterprise,4.0,282.0,Partial,Cancelled,4172.0,1
116119,1152,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,23/04/2020,1152,Hotel BW,Campo Grande (MS),4,60.39,04/23/2020,241.56,1152.0,04/23/2020,Bakerland,Michaelville,Hatchback,Sixt,2.0,351.0,Prepaid,Pending,3124.0,1
116137,1152,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,27/08/2020,1152,Hotel CB,Rio de Janeiro (RJ),3,165.99,08/27/2020,497.97,1152.0,08/27/2020,Smithton,Heatherstad,Sedan,Enterprise,2.0,224.0,Partial,Confirmed,2695.0,1
116141,1152,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,24/09/2020,1152,Hotel AU,Recife (PE),4,312.83,09/24/2020,1251.32,1152.0,09/24/2020,Pamstad,New Teresa,Hatchback,Avis,2.0,224.0,Full-to-Full,Cancelled,2117.0,1
116173,1153,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,13/02/2020,1153,Hotel BP,Brasilia (DF),3,247.62,02/13/2020,742.86,1153.0,02/13/2020,East Amy,South Jennifer,Luxury,Enterprise,2.0,155.0,Prepaid,Confirmed,4234.0,1
116196,1153,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,23/07/2020,1153,Hotel BD,Natal (RN),4,242.88,07/23/2020,971.52,1153.0,07/23/2020,Medinaburgh,Port Curtisville,SUV,Enterprise,4.0,182.0,Prepaid,Confirmed,2985.0,1
116212,1153,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,11/12/2020,1153,Hotel K,Salvador (BH),1,263.41,11/12/2020,263.41,1153.0,11/12/2020,Lake Williamview,Michellebury,Hatchback,Hertz,1.0,395.0,Partial,Pending,3430.0,1
116246,1153,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,07/08/2021,1153,Hotel BD,Natal (RN),2,242.88,07/08/2021,485.76,1153.0,07/08/2021,Port Anthonyhaven,Leeberg,Sedan,Hertz,2.0,96.0,Full-to-Full,Confirmed,1440.0,1
116252,1153,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,19/08/2021,1153,Hotel CB,Rio de Janeiro (RJ),3,165.99,08/19/2021,497.97,1153.0,08/19/2021,Tylermouth,Crawfordborough,SUV,Sixt,2.0,302.0,Prepaid,Pending,4226.0,1
116327,1154,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,01/09/2020,1154,Hotel CB,Rio de Janeiro (RJ),3,165.99,01/09/2020,497.97,1154.0,01/09/2020,Davisland,Joehaven,Luxury,Hertz,4.0,435.0,Partial,Confirmed,10133.0,1
116341,1154,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,16/04/2020,1154,Hotel Z,Aracaju (SE),4,208.04,04/16/2020,832.16,1154.0,04/16/2020,North Rebeccastad,Port Zacharyshire,Luxury,Budget,5.0,292.0,Partial,Cancelled,7400.0,1
116374,1154,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,12/03/2020,1154,Hotel BP,Brasilia (DF),3,247.62,12/03/2020,742.86,1154.0,12/03/2020,Vegachester,South Kimberlyborough,Luxury,Avis,1.0,499.0,Prepaid,Confirmed,10964.0,1
116388,1155,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,10/03/2019,1155,Hotel AF,Sao Paulo (SP),4,139.1,10/03/2019,556.4,1155.0,10/03/2019,Joneston,South Tara,SUV,Enterprise,2.0,319.0,Full-to-Full,Cancelled,4432.0,1
116390,1155,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,17/10/2019,1155,Hotel Z,Aracaju (SE),3,208.04,10/17/2019,624.12,1155.0,10/17/2019,Brianport,New Elizabethside,SUV,Avis,3.0,160.0,Partial,Cancelled,2608.0,1
116391,1155,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,24/10/2019,1155,Hotel BP,Brasilia (DF),2,247.62,10/24/2019,495.24,1155.0,10/24/2019,Lake Lisa,Villegasville,Hatchback,Enterprise,1.0,80.0,Prepaid,Cancelled,931.0,1
116392,1155,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,31/10/2019,1155,Hotel CB,Rio de Janeiro (RJ),4,165.99,10/31/2019,663.96,1155.0,10/31/2019,South Peterville,Blakeshire,Hatchback,Enterprise,2.0,435.0,Full-to-Full,Confirmed,3827.0,1
116407,1155,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,13/02/2020,1155,Hotel BP,Brasilia (DF),1,247.62,02/13/2020,247.62,1155.0,02/13/2020,Gonzalezmouth,Hernandezbury,Sedan,Enterprise,1.0,321.0,Full-to-Full,Cancelled,3630.0,1
116409,1155,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,27/02/2020,1155,Hotel K,Salvador (BH),1,263.41,02/27/2020,263.41,1155.0,02/27/2020,New Robinport,Port Jennifer,Sedan,Sixt,2.0,62.0,Full-to-Full,Pending,1076.0,1
116429,1155,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,16/07/2020,1155,Hotel BP,Brasilia (DF),4,247.62,07/16/2020,990.48,1155.0,07/16/2020,South Gregoryport,Delacruzburgh,Luxury,Avis,1.0,239.0,Partial,Confirmed,5751.0,1
116528,1155,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,06/09/2022,1155,Hotel Z,Aracaju (SE),2,208.04,06/09/2022,416.08,1155.0,06/09/2022,Richardside,Smithmouth,Hatchback,Hertz,2.0,461.0,Full-to-Full,Confirmed,4037.0,1
116542,1155,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,15/09/2022,1155,Hotel AU,Recife (PE),4,312.83,09/15/2022,1251.32,1155.0,09/15/2022,South Melissatown,Robertsontown,Hatchback,Sixt,2.0,174.0,Prepaid,Cancelled,1723.0,1
116557,1155,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,29/12/2022,1155,Hotel BP,Brasilia (DF),3,247.62,12/29/2022,742.86,1155.0,12/29/2022,Marcustown,East Lisamouth,SUV,Sixt,3.0,279.0,Partial,Pending,4066.0,1
116562,1155,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,02/02/2023,1155,Hotel Z,Aracaju (SE),4,208.04,02/02/2023,832.16,1155.0,02/02/2023,Lake Nicholasfort,Munozstad,Sedan,Enterprise,4.0,77.0,Partial,Confirmed,1384.0,1
116634,1156,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,17/12/2020,1156,Hotel BW,Campo Grande (MS),4,60.39,12/17/2020,241.56,1156.0,12/17/2020,Christopherfort,Andersonport,Hatchback,Budget,2.0,266.0,Prepaid,Confirmed,2449.0,1
116656,1156,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,20/05/2021,1156,Hotel K,Salvador (BH),3,263.41,05/20/2021,790.23,1156.0,05/20/2021,Lake Shawnview,South Michelletown,Sedan,Hertz,4.0,471.0,Partial,Confirmed,5327.0,1
116712,1156,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,16/06/2022,1156,Hotel BP,Brasilia (DF),4,247.62,06/16/2022,990.48,1156.0,06/16/2022,North Rachel,Lake Ambermouth,Hatchback,Hertz,5.0,62.0,Prepaid,Cancelled,977.0,1
116750,1157,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,10/03/2019,1157,Hotel CB,Rio de Janeiro (RJ),4,165.99,10/03/2019,663.96,1157.0,10/03/2019,Sparkschester,Lopezport,Luxury,Avis,4.0,258.0,Partial,Cancelled,6602.0,1
116755,1157,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,11/07/2019,1157,Hotel AU,Recife (PE),4,312.83,11/07/2019,1251.32,1157.0,11/07/2019,South Dustinborough,Chelseaberg,Hatchback,Hertz,2.0,367.0,Partial,Cancelled,3274.0,1
116763,1157,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,01/02/2020,1157,Hotel BD,Natal (RN),1,242.88,01/02/2020,242.88,1157.0,01/02/2020,Lisaland,Matthewview,Hatchback,Sixt,3.0,425.0,Partial,Cancelled,3786.0,1
116804,1157,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,15/10/2020,1157,Hotel K,Salvador (BH),1,263.41,10/15/2020,263.41,1157.0,10/15/2020,Frankbury,Joneston,Sedan,Enterprise,3.0,313.0,Full-to-Full,Confirmed,3652.0,1
116806,1157,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,29/10/2020,1157,Hotel K,Salvador (BH),2,263.41,10/29/2020,526.82,1157.0,10/29/2020,South Lesliehaven,Lake Benjamin,SUV,Sixt,1.0,82.0,Prepaid,Pending,1492.0,1
116817,1157,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,14/01/2021,1157,Hotel K,Salvador (BH),2,263.41,01/14/2021,526.82,1157.0,01/14/2021,New Patrick,Hullchester,SUV,Hertz,4.0,101.0,Full-to-Full,Confirmed,2004.0,1
116828,1157,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,04/01/2021,1157,Hotel Z,Aracaju (SE),3,208.04,04/01/2021,624.12,1157.0,04/01/2021,West Margaret,Leslieville,Luxury,Enterprise,1.0,204.0,Prepaid,Cancelled,5079.0,1
116865,1158,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,26/03/2020,1158,Hotel AU,Recife (PE),2,312.83,03/26/2020,625.66,1158.0,03/26/2020,Port Donaldshire,East James,Sedan,Enterprise,1.0,175.0,Full-to-Full,Pending,2168.0,1
116898,1158,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,11/12/2020,1158,Hotel K,Salvador (BH),4,263.41,11/12/2020,1053.64,1158.0,11/12/2020,Sophialand,West Chloe,Hatchback,Hertz,5.0,125.0,Partial,Cancelled,1477.0,1
116984,1159,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,19/11/2020,1159,Hotel Z,Aracaju (SE),3,208.04,11/19/2020,624.12,1159.0,11/19/2020,Lake Scottshire,Johnsonport,Sedan,Budget,3.0,467.0,Prepaid,Cancelled,5220.0,1
117001,1159,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,18/03/2021,1159,Hotel Z,Aracaju (SE),4,208.04,03/18/2021,832.16,1159.0,03/18/2021,Reyesbury,Williamsburgh,Hatchback,Enterprise,5.0,107.0,Partial,Cancelled,1342.0,1
117009,1159,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,13/05/2021,1159,Hotel BW,Campo Grande (MS),3,60.39,05/13/2021,181.17,1159.0,05/13/2021,Washingtonchester,Jaimeberg,Sedan,Avis,2.0,407.0,Full-to-Full,Confirmed,4539.0,1
117057,1159,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,14/04/2022,1159,Hotel AU,Recife (PE),3,312.83,04/14/2022,938.49,1159.0,04/14/2022,Stanleyport,Brandtfort,Sedan,Hertz,3.0,286.0,Full-to-Full,Cancelled,3411.0,1
117123,1160,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,22/10/2020,1160,Hotel BD,Natal (RN),3,242.88,10/22/2020,728.64,1160.0,10/22/2020,Hughesmouth,Biancaburgh,Luxury,Enterprise,2.0,148.0,Full-to-Full,Confirmed,4071.0,1
117133,1160,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,31/12/2020,1160,Hotel CB,Rio de Janeiro (RJ),1,165.99,12/31/2020,165.99,1160.0,12/31/2020,Port Roberttown,Ellisonland,Luxury,Budget,3.0,426.0,Prepaid,Confirmed,9798.0,1
117148,1161,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,19/12/2019,1161,Hotel Z,Aracaju (SE),4,208.04,12/19/2019,832.16,1161.0,12/19/2019,Lake David,Lake Timothyfurt,Sedan,Hertz,2.0,457.0,Partial,Confirmed,5028.0,1
117279,1162,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,04/01/2021,1162,Hotel BP,Brasilia (DF),4,247.62,04/01/2021,990.48,1162.0,04/01/2021,Mandyburgh,Port Nicholas,Hatchback,Enterprise,4.0,78.0,Full-to-Full,Confirmed,1064.0,1
117297,1162,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,08/05/2021,1162,Hotel BD,Natal (RN),1,242.88,08/05/2021,242.88,1162.0,08/05/2021,South Aaron,Nicholaston,SUV,Avis,4.0,175.0,Full-to-Full,Confirmed,2870.0,1
117313,1162,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,25/11/2021,1162,Hotel Z,Aracaju (SE),3,208.04,11/25/2021,624.12,1162.0,11/25/2021,South Destiny,New Jeffrey,Luxury,Enterprise,4.0,324.0,Full-to-Full,Cancelled,7896.0,1
117371,1163,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,07/09/2020,1163,Hotel CB,Rio de Janeiro (RJ),2,165.99,07/09/2020,331.98,1163.0,07/09/2020,Bellside,Finleyside,Sedan,Enterprise,2.0,62.0,Full-to-Full,Confirmed,1092.0,1
117458,1164,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,07/02/2020,1164,Hotel BW,Campo Grande (MS),4,60.39,07/02/2020,241.56,1164.0,07/02/2020,East Lisaborough,Mariaburgh,Hatchback,Avis,1.0,462.0,Partial,Cancelled,3969.0,1
117461,1164,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,23/07/2020,1164,Hotel K,Salvador (BH),1,263.41,07/23/2020,263.41,1164.0,07/23/2020,Christopherside,Mooremouth,Luxury,Enterprise,3.0,99.0,Partial,Confirmed,3257.0,1
